inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,39.22792206135786,37.72792206135786,35.72792206135786,33.72792206135786,32.72792206135786,31.727922061357855,31.4350288425444,30.31370849898476,inf,inf,inf,20.77817459305202,19.27817459305202,17.94974746830583,16.44974746830583,15.449747468305832,13.949747468305832,12.863961030678928,9.742640687119286,7.242640687119286,inf,inf,1.0,0,inf
inf,39.14213562373095,38.64213562373095,36.14213562373095,34.14213562373095,inf,inf,30.31370849898476,29.31370849898476,inf,24.863961030678926,22.363961030678926,20.363961030678926,18.863961030678926,17.863961030678926,17.571067811865476,inf,13.621320343559642,11.121320343559642,8.621320343559642,6.621320343559643,5.121320343559643,3.121320343559643,2.8284271247461903,2.5,inf
inf,41.64213562373095,39.2634559672906,36.2634559672906,35.14213562373095,35.55634918610404,inf,inf,inf,25.77817459305202,23.27817459305202,22.27817459305202,20.77817459305202,19.27817459305202,19.692388155425117,inf,14.742640687119284,13.242640687119284,12.15685424949238,inf,6.742640687119286,5.242640687119286,5.121320343559643,inf,5.0,inf
inf,39.38477631085024,38.38477631085024,37.2634559672906,37.64213562373095,36.55634918610404,36.2634559672906,inf,inf,24.692388155425117,24.399494936611664,inf,inf,19.692388155425117,19.15685424949238,16.15685424949238,14.65685424949238,14.742640687119284,14.15685424949238,inf,inf,7.242640687119286,7.621320343559643,6.414213562373095,6.5,inf
inf,39.798989873223334,39.88477631085024,39.7634559672906,38.67766952966369,38.55634918610404,36.14213562373095,34.14213562373095,inf,27.192388155425117,inf,inf,21.071067811865476,19.571067811865476,17.571067811865476,16.071067811865476,16.65685424949238,16.742640687119284,15.020815280171307,inf,10.071067811865476,9.742640687119286,9.242640687119286,7.914213562373095,9.0,inf
inf,41.298989873223334,42.38477631085024,40.798989873223334,40.64213562373095,37.64213562373095,35.14213562373095,32.64213562373095,31.556349186104043,inf,inf,23.192388155425117,22.399494936611667,19.98528137423857,17.48528137423857,17.071067811865476,17.48528137423857,16.692388155425117,14.692388155425117,12.192388155425117,11.571067811865476,12.035533905932738,10.035533905932738,10.914213562373096,10.035533905932738,inf
inf,43.298989873223334,42.92031021678298,41.42031021678298,39.42031021678298,38.384776310850235,inf,31.81370849898476,29.81370849898476,27.31370849898476,25.31370849898476,inf,inf,inf,18.48528137423857,18.071067811865476,18.81370849898476,18.692388155425117,15.727922061357855,14.192388155425117,13.571067811865476,12.863961030678928,11.535533905932738,12.15685424949238,11.035533905932738,inf
inf,44.798989873223334,43.541630560342625,41.59188309203679,39.09188309203679,36.59188309203679,34.14213562373095,31.64213562373095,30.14213562373095,inf,inf,inf,23.313708498984763,21.313708498984763,20.48528137423857,19.571067811865476,19.14213562373095,17.81370849898476,16.31370849898476,16.692388155425117,15.571067811865476,14.363961030678928,13.035533905932738,14.571067811865476,12.535533905932738,inf
inf,45.627416997969526,43.713203435596434,40.713203435596434,39.2634559672906,35.7634559672906,33.7634559672906,32.97056274847714,inf,inf,inf,25.435028842544405,24.813708498984763,23.056349186104047,21.556349186104047,20.556349186104047,19.227922061357855,17.727922061357855,17.81370849898476,18.48528137423857,16.48528137423857,15.15685424949238,14.535533905932738,15.863961030678928,14.035533905932738,inf
inf,43.627416997969526,42.127416997969526,40.59188309203679,38.59188309203679,36.59188309203679,35.2634559672906,34.97056274847714,35.798989873223334,37.37005768508881,inf,inf,27.298989873223334,24.38477631085024,22.67766952966369,22.349242404917497,19.849242404917497,18.727922061357855,19.14213562373095,18.606601717798213,18.48528137423857,17.15685424949238,17.035533905932738,16.15685424949238,15.035533905932738,inf
inf,43.00609665440988,41.50609665440988,40.00609665440988,38.88477631085024,37.38477631085024,37.09188309203679,36.97056274847714,35.87005768508881,34.37005768508881,32.83452377915607,30.834523779156072,inf,inf,inf,inf,inf,inf,21.64213562373095,20.106601717798213,19.98528137423857,18.65685424949238,19.65685424949238,17.15685424949238,16.535533905932738,inf
inf,43.627416997969526,42.127416997969526,41.00609665440988,39.50609665440989,39.38477631085024,39.248737341529164,37.248737341529164,35.748737341529164,33.748737341529164,32.248737341529164,32.33452377915607,32.248737341529164,33.248737341529164,34.748737341529164,33.42031021678297,31.29898987322333,27.29898987322333,inf,inf,20.071067811865476,20.15685424949238,19.98528137423857,19.65685424949238,18.035533905932738,inf
inf,44.24873734152917,43.83452377915607,42.33452377915608,41.00609665440989,41.88477631085024,40.7842712474619,38.16295090390226,35.16295090390226,33.66295090390226,33.748737341529164,34.83452377915607,33.248737341529164,35.077164466275356,35.298989873223334,33.298989873223334,31.29898987322333,29.79898987322333,30.3492424049175,inf,inf,21.48528137423857,21.98528137423857,20.15685424949238,19.035533905932738,inf
inf,45.24873734152917,45.16295090390227,43.83452377915608,43.50609665440989,43.83452377915608,41.7842712474619,38.7842712474619,35.7842712474619,35.66295090390226,35.07716446627535,35.37005768508881,34.248737341529164,35.37005768508881,36.127416997969526,inf,inf,31.29898987322333,28.899494936611667,25.399494936611667,22.899494936611667,22.98528137423857,22.98528137423857,21.15685424949238,20.035533905932738,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
